,Street,DayOfWeek,City,Hour,Month,Temperature(F),Weather_Condition,Humidity(%),Visibility(mi),Precipitation(in),High_Risk_Prediction,High_Risk_Probability
4935294, Rhodes Rd,Saturday,Sedro Woolley,0,9,59.0,Fair,94.0,10.0,0.0,1,0.76
6030786,I-5 N,Tuesday,Federal Way,6,10,49.0,Light Rain,86.0,10.0,0.01,1,0.6940000000000001
7322222,I-405 S,Wednesday,Renton,10,11,47.0,Cloudy,80.0,7.0,0.0,1,0.815
1131490,I-5 S,Wednesday,Tacoma,1,2,33.0,Partly Cloudy,97.0,10.0,0.0,1,0.745
1434532,I-5 N,Wednesday,Federal Way,9,7,57.0,Mostly Cloudy,77.0,10.0,0.0,1,0.7566666666666667
512171,I-90 E,Friday,Mercer Island,17,7,77.0,Clear,45.0,10.0,0.007711515863689778,1,0.775
3713959,I-405 N,Sunday,Seattle,20,9,64.0,Light Rain,84.0,10.0,0.01,1,0.5255714285714285
1940652,Eastlake Ave E,Wednesday,Seattle,10,7,59.0,Cloudy,87.0,10.0,0.0,1,0.59
5699037,I-5 S,Saturday,Milton,10,11,45.0,Cloudy,87.0,10.0,0.0,1,0.5908333333333333
2453470,I-405 N,Friday,Bellevue,5,11,53.1,Overcast,89.0,10.0,0.007711515863689778,1,0.9633333333333333
7579250,I-405 N,Friday,Bellevue,7,1,46.0,Overcast,96.0,10.0,0.0,1,0.6507857142857142
490232,42nd Ave SW,Sunday,Seattle,9,6,55.0,Overcast,80.0,10.0,0.007711515863689778,1,0.62
3520841,I-5 N,Thursday,Tacoma,9,1,28.2,Clear,99.0,10.0,0.007711515863689778,1,0.86
396279,I-5 N,Thursday,Seattle,23,3,46.0,Rain,100.0,7.0,0.07,1,0.5825
312612,NE Park Dr,Friday,Renton,10,9,59.0,Clear,62.0,10.0,0.007711515863689778,1,0.875
887580,I-405 N,Thursday,Bellevue,8,9,54.0,Fair,77.0,10.0,0.0,1,0.55
1885784,41st Division Dr,Thursday,Tacoma,18,9,78.0,Partly Cloudy,65.0,10.0,0.0,1,0.91
3146936,NE 72nd Pl,Friday,Kirkland,16,12,50.0,Light Rain,100.0,4.0,0.01,1,0.83
6044490, Pacific Ave,Monday,Tacoma,15,10,61.0,Partly Cloudy,63.0,10.0,0.0,1,0.5433333333333333
3287594,Stanwood Bryant Rd,Saturday,Arlington,16,9,60.1,Light Rain,90.0,8.0,0.0,1,0.7349999999999999
2355295,I-405 S,Monday,Kirkland,7,1,39.9,Mostly Cloudy,86.0,10.0,0.007711515863689778,1,0.61
5586455,WA-99,Friday,Seattle,4,11,59.0,Light Rain,93.0,7.0,0.01,1,0.74
7556148,I-5 S,Wednesday,Arlington,5,3,42.1,Overcast,96.0,10.0,0.007711515863689778,1,0.74
512209,I-5 N,Sunday,Tacoma,1,7,62.6,Clear,94.0,10.0,0.007711515863689778,1,0.67
3535429,I-5 N,Thursday,Ridgefield,5,10,54.0,Overcast,93.0,10.0,0.0,1,0.68
5807110,I-5 N,Friday,Lynnwood,16,7,74.0,Fair,38.0,10.0,0.0,1,0.63
7336724,I-90 E,Tuesday,Mercer Island,12,10,58.0,Fair,44.0,10.0,0.0,1,0.7183333333333334
7029373,I-5 N,Wednesday,Seattle,11,6,68.0,Cloudy,68.0,10.0,0.0,1,0.79
312639,Orillia Rd S,Sunday,Kent,11,9,60.1,Mostly Cloudy,69.0,10.0,0.007711515863689778,1,0.95
2681977,I-5 S,Saturday,Dupont,18,7,71.6,Partly Cloudy,58.0,10.0,0.007711515863689778,1,0.9
3942179,I-90 E,Thursday,North Bend,7,12,40.0,Cloudy,89.0,10.0,0.0,1,0.5133333333333332
3534685,I-5 S,Saturday,Tacoma,10,10,50.5,Light Rain,100.0,9.0,0.08,1,0.83
309957,164th St SW,Tuesday,Bothell,19,11,46.0,Light Rain,93.0,7.0,0.03,1,0.62
3539796, Pioneer Way E,Thursday,Buckley,7,9,55.4,,100.0,9.03798932831721,0.007711515863689778,1,0.79
4634806,I-5 S,Monday,Everett,6,12,26.0,Partly Cloudy,88.0,10.0,0.0,1,0.67
1116762,I-405 S,Tuesday,Bothell,7,3,41.0,Fair,57.0,10.0,0.0,1,0.7683333333333334
7388579,I-5 N,Thursday,Lynnwood,13,1,51.1,Clear,56.0,10.0,0.007711515863689778,1,0.7575
2810253,Oak St,Friday,Kalama,23,5,54.0,Clear,83.0,10.0,0.007711515863689778,1,0.58
714811,I-5 S,Wednesday,Bellingham,1,2,32.0,Fair,85.0,10.0,0.0,1,0.6826666666666666
3238487,I-5 N,Monday,Kent,8,10,46.0,Overcast,96.0,1.5,0.007711515863689778,1,0.86
6097851,State Route 2,Sunday,Lake Stevens,6,12,25.0,Light Snow,86.0,1.0,0.0,1,0.59
1220969,I-405 N,Monday,Bothell,7,12,42.0,Light Rain,96.0,1.0,0.0,1,0.65
5189881,I-5 N,Friday,Marysville,15,10,75.0,Fair,47.0,10.0,0.0,1,0.89
7675722,I-5 S,Sunday,Chehalis,4,5,52.0,Light Rain,100.0,5.0,0.0,1,0.7433333333333334
7012255,I-5 S,Thursday,Seattle,23,6,68.0,Fair,61.0,10.0,0.0,1,0.795
2993115,I-5 S,Friday,Marysville,5,2,33.8,Overcast,100.0,2.5,0.007711515863689778,1,0.7533333333333333
7515774,I-5 N,Thursday,Kent,16,7,91.0,Partly Cloudy,26.0,10.0,0.007711515863689778,1,0.71
2738869,I-405 S,Thursday,Bellevue,16,6,66.0,Mostly Cloudy,48.0,10.0,0.007711515863689778,1,0.746
2758800,S 320th St,Sunday,Federal Way,22,6,73.9,Scattered Clouds,43.0,10.0,0.007711515863689778,1,0.898
2215292,I-5 S,Sunday,Seattle,22,3,53.1,Clear,61.0,10.0,0.007711515863689778,1,0.68
1564789,I-5 N,Tuesday,Seattle,9,3,48.0,Mostly Cloudy,80.0,10.0,0.0,1,0.57
511384,S 320th St,Sunday,Federal Way,13,7,73.0,Scattered Clouds,49.0,10.0,0.007711515863689778,1,0.91
3211767,NE 124th St,Tuesday,Kirkland,9,10,54.0,Clear,66.0,10.0,0.007711515863689778,1,0.79
3272927,I-90 E,Saturday,Seattle,17,9,88.0,Clear,32.0,10.0,0.007711515863689778,1,0.87
2922618,I-5 N,Wednesday,Kent,3,3,37.9,Mostly Cloudy,76.0,10.0,0.007711515863689778,1,0.8725
894078,I-405 S,Sunday,Renton,11,9,58.0,Cloudy,87.0,3.0,0.0,1,0.7609999999999999
1391797,SE 34th St,Monday,Bellevue,6,7,62.0,Fair,75.0,10.0,0.0,1,0.585
4495030,I-5 S,Monday,Tacoma,11,1,37.0,Wintry Mix,93.0,5.0,0.0,1,0.51
4051769,I-405 N,Sunday,Renton,15,7,74.0,Fair,50.0,10.0,0.0,1,0.5335
2337574,I-405 S,Saturday,Renton,11,1,51.1,Clear,71.0,10.0,0.007711515863689778,1,0.67
7479153,I-90 W,Friday,Mercer Island,18,8,66.9,Mostly Cloudy,54.0,10.0,0.007711515863689778,1,0.64
6121833,I-5 S,Monday,Seattle,15,12,53.42461092745979,,73.0435668434273,9.03798932831721,0.0,1,0.58
1643497,I-90 E,Monday,Mercer Island,10,2,41.0,Mostly Cloudy,79.0,10.0,0.0,1,0.68
1161016,I-5 S,Tuesday,Seattle,18,2,43.0,Light Rain,76.0,10.0,0.0,1,0.69
2454502,I-5 S,Saturday,Tacoma,7,11,32.0,Light Freezing Fog,100.0,9.03798932831721,0.007711515863689778,1,0.8233333333333335
335975,I-5 N,Monday,Olympia,7,2,33.1,Light Snow,100.0,6.0,0.0,1,0.7191666666666667
4687478,I-405 N,Wednesday,Bellevue,16,1,50.0,Cloudy,44.0,10.0,0.0,1,0.52
7488984,WA-18 E,Wednesday,Pacific,21,9,59.0,Light Drizzle,88.0,8.0,0.007711515863689778,1,0.8
3537694,WA-520 W,Wednesday,Bellevue,13,8,75.9,Clear,46.0,10.0,0.007711515863689778,1,0.52
3627798,I-5 N,Thursday,Seattle,15,6,62.1,Light Rain,96.0,3.0,0.02,1,0.774
490741,I-5 S,Thursday,Olympia,10,6,63.5,Clear,62.0,10.0,0.007711515863689778,1,0.66
5063058, US Highway 12,Wednesday,Naches,7,7,73.0,Fair,46.0,10.0,0.0,1,0.838134781884782
902755,I-5 S,Monday,Tacoma,7,9,56.0,Mostly Cloudy,80.0,10.0,0.0,1,0.74
2228508,116th Ave NE,Monday,Bellevue,16,3,54.0,Overcast,57.0,10.0,0.007711515863689778,1,0.58
6947462,I-90 E,Tuesday,Mercer Island,9,6,57.0,Mostly Cloudy,69.0,10.0,0.0,1,0.79
3536907,I-5 S,Thursday,Everett,5,8,55.9,Mostly Cloudy,93.0,10.0,0.007711515863689778,1,0.835
6471160,I-405 N,Tuesday,Renton,2,1,47.0,Rain,90.0,4.0,0.13,1,0.675
7278459,I-5 S,Friday,Marysville,5,10,49.0,Light Rain,90.0,10.0,0.0,1,0.88
5413555, 138th St S,Saturday,Tacoma,15,9,65.0,Fair,44.0,10.0,0.0,1,0.5908333333333333
2691482,I-5 N,Thursday,Tacoma,13,7,83.7,Clear,46.0,10.0,0.007711515863689778,1,0.8408333333333333
312489,I-5 N,Monday,Tacoma,23,9,55.4,Overcast,100.0,10.0,0.007711515863689778,1,0.75
1348842,I-5 S,Monday,Everett,19,10,44.0,Cloudy,71.0,10.0,0.0,1,0.73
1700246,I-90 W,Wednesday,Bellevue,20,12,45.0,Light Rain,93.0,8.0,0.04,1,0.715
2480831,WA-512 W,Monday,Lakewood,8,10,60.4,Overcast,86.0,10.0,0.007711515863689778,1,0.75
755476,I-5 S,Saturday,Centralia,1,12,36.0,Light Rain,100.0,6.0,0.0,1,0.62
3543188, Bike Path,Thursday,Seattle,14,6,69.1,Mostly Cloudy,61.0,10.0,0.007711515863689778,1,0.73
7561105,I-5 S,Monday,Tacoma,12,3,43.9,Overcast,99.0,10.0,0.007711515863689778,1,0.9183333333333334
307252,Pacific Hwy S,Monday,Federal Way,15,12,37.9,Overcast,89.0,10.0,0.007711515863689778,1,0.52
435872,47th St NE,Friday,Tacoma,8,4,51.1,Light Rain,77.0,10.0,0.01,1,0.5633333333333332
7501152,I-5 N,Monday,Seattle,13,8,75.9,Haze,45.0,3.0,0.007711515863689778,1,0.88
1815813,I-5 S,Saturday,Vancouver,18,11,54.0,Cloudy,83.0,8.0,0.0,1,0.6525
308254,NE Park Dr,Friday,Renton,9,1,26.1,Haze,75.0,4.0,0.007711515863689778,1,0.75
3040880,Orillia Rd S,Sunday,Kent,21,1,44.1,Light Rain,96.0,10.0,0.02,1,0.83
3089279,Sunset Hwy,Thursday,Cle Elum,14,11,32.0,Light Snow,96.0,1.0,0.0,1,0.6066666666666667
3629251,I-5 N,Wednesday,Everett,13,6,63.0,Overcast,65.0,10.0,0.007711515863689778,1,0.7466666666666666
6139080,I-90 E,Friday,Sprague,16,8,84.0,Mostly Cloudy / Windy,28.0,10.0,0.0,1,0.81
620767,I-405 N,Tuesday,Bellevue,15,5,55.0,Partly Cloudy,69.0,10.0,0.0,1,0.63
2073988,I-5 N,Friday,Seattle,23,5,56.0,Fair,57.0,10.0,0.0,1,0.5616666666666666
7398670,I-5 N,Friday,Tacoma,10,2,42.8,Mostly Cloudy,100.0,10.0,0.007711515863689778,1,0.6475
1802937,NE 85th St,Monday,Kirkland,18,11,51.0,Mostly Cloudy,77.0,10.0,0.0,1,0.86
2806353,Delin St,Thursday,Tacoma,10,5,53.1,Overcast,99.0,10.0,0.0,1,0.74
310972,I-5 S,Tuesday,Seattle,2,10,53.1,Overcast,93.0,10.0,0.007711515863689778,1,0.8590000000000001
1978353,I-5 S,Thursday,Mountlake Terrace,13,7,77.0,Fair,32.0,10.0,0.0,1,0.85
5357115,I-90 E,Thursday,North Bend,7,12,40.0,Cloudy,89.0,10.0,0.0,1,0.5133333333333332
2373773,I-5 S,Thursday,Everett,18,12,37.9,Clear,48.0,10.0,0.007711515863689778,1,0.87
2981907,I-5 S,Monday,Tacoma,7,2,46.4,Overcast,100.0,10.0,0.007711515863689778,1,0.9766666666666666
3543982,I-5 N,Thursday,Seattle,18,7,62.1,Light Rain,93.0,8.0,0.05,1,0.6378333333333334
7078942,SE Coal Creek Pkwy,Saturday,Bellevue,21,3,46.0,Fair,73.0,10.0,0.0,1,0.84
6415684,I-5 S,Wednesday,Seattle,2,2,41.0,Light Rain,86.0,10.0,0.02,1,0.5966666666666667
2290448,I-5 N,Wednesday,Vancouver,22,2,37.0,Mostly Cloudy,89.0,10.0,0.01,1,0.73
312499,Issaquah Pine Lake Rd SE,Tuesday,Issaquah,10,9,61.0,Overcast,81.0,10.0,0.007711515863689778,1,0.7266666666666667
1627789,I-5 N,Saturday,Arlington,0,2,44.0,Light Rain,85.0,10.0,0.03,1,0.86
7632975,Veterans Memorial Fwy S,Wednesday,Vancouver,16,9,73.0,Clear,35.0,10.0,0.007711515863689778,1,0.58
2241160,I-5 S,Thursday,Everett,8,2,35.1,Clear,67.0,10.0,0.007711515863689778,1,0.8399999999999999
3546074, US Highway 101,Thursday,Brinnon,1,7,57.2,Clear,88.0,10.0,0.007711515863689778,1,0.855
3531680,I-5 S,Monday,Seattle,8,10,54.0,Overcast,86.0,10.0,0.007711515863689778,1,0.8098333333333333
4433204,WA-18 W,Tuesday,Federal Way,12,4,50.0,Mostly Cloudy,68.0,10.0,0.0,1,0.61
5920900,I-5 N,Saturday,Marysville,12,11,46.0,Light Rain,86.0,10.0,0.0,1,0.67
2771988,I-90 E,Monday,North Bend,5,6,57.2,Overcast,88.0,10.0,0.007711515863689778,1,0.9
312443,State Highway 529,Friday,Marysville,21,9,57.2,Overcast,72.0,10.0,0.007711515863689778,1,0.75
511894,I-5 S,Saturday,Dupont,12,7,80.8,Clear,57.0,10.0,0.0,1,0.86
7438840,I-5 N,Thursday,Federal Way,17,12,44.1,Light Rain,82.0,10.0,0.0,1,0.6116666666666667
2650452,WA-500 W,Tuesday,Vancouver,6,8,64.9,Haze,73.0,5.0,0.007711515863689778,1,0.6133333333333333
2691473,I-5 N,Thursday,Seattle,10,7,73.0,Clear,53.0,10.0,0.007711515863689778,1,0.7
307553,I-90 W,Tuesday,Cle Elum,19,12,15.1,Mist,95.0,4.0,0.007711515863689778,1,0.79
7503206,I-5 S,Friday,Lakewood,14,8,67.1,Haze,58.0,5.0,0.007711515863689778,1,0.945
7534175,I-5 N,Tuesday,Marysville,22,5,55.0,Clear,86.0,10.0,0.007711515863689778,1,0.89
2203570,SE 164th Ave,Sunday,Vancouver,23,3,36.0,Clear,64.0,10.0,0.007711515863689778,1,0.55
3580426,I-5 N,Wednesday,Milton,6,3,39.2,,93.0,10.0,0.007711515863689778,1,0.665
2200140,Rainier Ave S,Friday,Seattle,16,3,41.0,Scattered Clouds,70.0,10.0,0.007711515863689778,1,0.58
5396877,I-5 N,Thursday,Seattle,12,6,55.0,Light Rain,89.0,3.0,0.02,1,0.82
1037746,Benson Rd S,Thursday,Renton,17,5,72.0,Fair,40.0,10.0,0.0,1,0.7
436315,41st St,Tuesday,Everett,18,4,52.0,Light Rain,66.0,10.0,0.0,1,0.58
2705990,Madison St,Friday,Seattle,16,7,73.0,Clear,35.0,10.0,0.007711515863689778,1,0.8
3355068,Mount Vernon Rd S,Tuesday,Mount Vernon,15,8,78.8,Haze,54.0,4.0,0.007711515863689778,1,0.52
7281841,I-5 N,Monday,Federal Way,11,10,61.0,Cloudy,64.0,10.0,0.0,1,0.81
4090839,I-405 S,Friday,Lynnwood,11,6,64.0,Cloudy,72.0,10.0,0.0,1,0.67
3162692,I-405 S,Tuesday,Bothell,7,11,37.9,Clear,57.0,10.0,0.007711515863689778,1,0.7929999999999998
1075303,I-5 N,Tuesday,Seattle,15,4,61.0,Fair,23.0,10.0,0.0,1,0.77
5107276,I-5 N,Tuesday,Seattle,11,10,59.0,Fair,72.0,10.0,0.0,1,0.53
3544219, N Pearl St,Saturday,Centralia,20,7,59.0,Overcast,88.0,9.0,0.03,1,0.78
3554047,I-5 N,Friday,Everett,18,1,48.9,Mostly Cloudy,56.0,10.0,0.007711515863689778,1,0.62
4679010,I-5 S,Saturday,Auburn,3,10,56.0,Fair,87.0,10.0,0.0,1,0.5056666666666667
2720673,I-5 N,Sunday,Marysville,13,7,82.9,Clear,44.0,10.0,0.007711515863689778,1,0.965
2057160,NW 319th St,Saturday,Ridgefield,19,6,65.0,Cloudy,61.0,10.0,0.0,1,0.64
7389799,I-5 S,Saturday,Tacoma,5,2,39.2,Clear,100.0,10.0,0.007711515863689778,1,0.95
783511,W Seattle Brg E,Saturday,Seattle,7,12,39.0,Light Rain,96.0,2.0,0.03,1,0.67
5127016, Enchanted Pkwy S,Tuesday,Federal Way,5,6,48.0,Light Rain,86.0,7.0,0.01,1,0.51
3597847,I-5 S,Wednesday,Olympia,16,4,57.9,Mostly Cloudy,70.0,10.0,0.01,1,0.8008333333333334
7640104,I-5 N,Monday,Tacoma,18,7,82.2,Clear,39.0,10.0,0.007711515863689778,1,0.8
4784505, State Route 20,Friday,Anacortes,7,12,28.0,Fair,100.0,9.0,0.0,1,0.5178571428571428
4837592,I-405 N,Friday,Kirkland,20,10,58.0,Fair,72.0,10.0,0.0,1,0.58
310875,NE 85th St,Friday,Kirkland,12,9,57.0,Haze,74.0,6.0,0.007711515863689778,1,0.89
3555103,I-5 N,Thursday,Mountlake Terrace,16,2,37.9,Clear,35.0,10.0,0.007711515863689778,1,0.74
890527,I-405 N,Tuesday,Kirkland,21,9,64.0,Cloudy,78.0,10.0,0.0,1,0.71
3054795,I-5 N,Friday,Tacoma,6,1,50.0,Overcast,100.0,10.0,0.007711515863689778,1,0.94
3640260, Pioneer Way E,Thursday,Orting,3,7,55.4,Mostly Cloudy,100.0,10.0,0.007711515863689778,1,0.53
3186457,I-5 S,Monday,Seattle,16,11,46.9,Mostly Cloudy,86.0,10.0,0.007711515863689778,1,0.8366666666666667
3545416,I-5 N,Saturday,Kent,1,7,60.1,Mostly Cloudy,86.0,10.0,0.007711515863689778,1,0.78
3542385,I-5 S,Friday,Tacoma,16,6,68.0,Mostly Cloudy,64.0,10.0,0.007711515863689778,1,0.83
3359937,44th Ave W,Thursday,Lynnwood,6,8,57.9,Smoke,90.0,7.0,0.007711515863689778,1,0.8140000000000001
436554,I-5 S,Thursday,Seattle,19,5,64.9,Light Rain,90.0,10.0,0.0,1,0.5716666666666668
2547771,S 56th St,Friday,Tacoma,13,8,66.0,Overcast,63.0,10.0,0.007711515863689778,1,0.93
3296241,I-90 E,Wednesday,Mercer Island,16,9,69.1,Scattered Clouds,45.0,10.0,0.007711515863689778,1,0.95
3897755,I-5 S,Sunday,Kent,23,9,61.0,Cloudy,81.0,10.0,0.0,1,0.544
5135086,I-5 S,Friday,Federal Way,15,2,49.0,Mostly Cloudy,69.0,10.0,0.0,1,0.71
7445640,I-5 S,Friday,Seattle,11,11,59.0,Overcast,69.0,10.0,0.0,1,0.7
2874992,I-5 S,Friday,Tacoma,19,4,50.0,Clear,100.0,9.0,0.007711515863689778,1,0.84
6945391,I-5 S,Monday,Marysville,18,6,63.0,Fair,48.0,10.0,0.0,1,0.6
4745627,I-405 N,Friday,Renton,17,2,49.0,Light Rain,74.0,9.0,0.01,1,0.7866666666666667
2238532,I-5 S,Saturday,Chehalis,5,3,39.2,Fog,100.0,0.2,0.007711515863689778,1,0.8025
3995164,I-5 N,Wednesday,Kelso,8,7,62.0,Cloudy,93.0,10.0,0.01,1,0.72
1633015,W Seattle Brg W,Tuesday,Seattle,11,2,43.0,Cloudy,80.0,10.0,0.0,1,0.535
2340222,Military Rd S,Monday,Kent,2,1,39.9,Overcast,89.0,10.0,0.007711515863689778,1,0.56
1361801,I-5 S,Wednesday,Lakewood,18,9,76.0,Fair,54.0,10.0,0.0,1,0.6083333333333334
7012279, E Mt Spokane Park Dr,Friday,Mead,7,6,70.0,Fair,65.0,10.0,0.0,1,0.512
2671292,Oak St,Sunday,Kalama,16,7,68.0,Scattered Clouds,59.0,10.0,0.007711515863689778,1,0.7
4694380,I-5 S,Tuesday,Chehalis,4,7,59.0,Fair,100.0,10.0,0.0,1,0.7016666666666665
4286168, Mt Baker Hwy,Monday,Bellingham,2,9,56.0,Fair,90.0,10.0,0.0,1,0.6876666666666666
895674,I-5 N,Friday,Marysville,10,9,63.0,Cloudy,81.0,10.0,0.0,1,0.63
545530,I-5 S,Tuesday,Tacoma,13,8,74.0,Fair,48.0,10.0,0.0,1,0.6066666666666667
7245664,I-5 S,Monday,Lakewood,14,12,48.0,Cloudy,99.0,10.0,0.0,1,0.7496666666666667
4447480,I-5 S,Saturday,Seattle,10,6,74.0,Fair,48.0,10.0,0.0,1,0.64
703044,I-5 N,Friday,Seattle,19,2,47.0,Fair / Windy,71.0,10.0,0.0,1,0.608
4381082,I-5 S,Thursday,Kent,15,1,42.0,Mostly Cloudy,76.0,10.0,0.0,1,0.506
3319547,I-405 N,Sunday,Renton,14,9,71.1,Clear,45.0,10.0,0.007711515863689778,1,0.96
3104442,I-405 N,Thursday,Kirkland,18,12,41.0,Clear,82.0,10.0,0.007711515863689778,1,0.6866666666666665
3581591,WA-18 W,Thursday,Federal Way,15,3,51.1,Scattered Clouds,56.0,10.0,0.007711515863689778,1,0.87
773075,NE 99th St,Sunday,Vancouver,16,12,44.0,Rain,79.0,5.0,0.01,1,0.55
308617,I-405 N,Wednesday,Renton,14,1,48.9,Overcast,77.0,10.0,0.0,1,0.89
3577145, NE State Highway 104,Tuesday,Kingston,13,2,57.0,Clear,33.0,10.0,0.007711515863689778,1,0.75
2473649,Pacific Ave SE,Tuesday,Olympia,10,11,55.9,Scattered Clouds,87.0,10.0,0.007711515863689778,1,0.8
685850,220th St SW,Saturday,Mountlake Terrace,5,2,35.0,Fair,57.0,10.0,0.0,1,0.66
3195471,I-5 S,Friday,Everett,17,11,48.0,Overcast,77.0,10.0,0.007711515863689778,1,0.85
2791978,244th St SW,Thursday,Mountlake Terrace,10,5,63.0,Clear,56.0,10.0,0.007711515863689778,1,0.9466666666666665
978945,WA-500 W,Sunday,Vancouver,4,6,74.0,Fair,76.0,10.0,0.0,1,0.64
3527778,I-5 N,Tuesday,Everett,11,11,46.0,Light Rain,79.0,10.0,0.02,1,0.545
1627046,S 72nd St,Friday,Tacoma,16,2,51.0,Partly Cloudy / Windy,99.0,10.0,0.0,1,0.565
7382257,I-5 N,Friday,Seattle,12,3,61.0,Clear,52.0,10.0,0.007711515863689778,1,0.7625
309440,SE Coal Creek Pkwy,Tuesday,Bellevue,1,11,59.0,Clear,62.0,10.0,0.007711515863689778,1,0.87
1953169,I-90 W,Thursday,Greenacres,16,7,80.0,Cloudy,34.0,10.0,0.0,1,0.725
3629648,I-405 N,Monday,Renton,6,7,60.1,Overcast,75.0,10.0,0.007711515863689778,1,0.7
3004981,State Highway 18,Thursday,Snoqualmie,16,2,46.0,Mostly Cloudy,68.0,10.0,0.007711515863689778,1,0.69
573752,220th St SW,Thursday,Mountlake Terrace,15,6,69.0,Fair,51.0,10.0,0.0,1,0.94
5514622,I-90 E,Thursday,Spokane,15,7,85.0,Fair,20.0,10.0,0.0,1,0.73
435783,State Route 6,Tuesday,Chehalis,17,4,53.6,Haze,67.0,6.0,0.007711515863689778,1,0.6
1601335,E Roanoke St,Friday,Seattle,19,1,49.0,Light Rain,90.0,9.0,0.01,1,0.52
763332,I-5 S,Saturday,Olympia,14,12,44.0,Light Rain,85.0,4.0,0.12,1,0.752
435922,I-405 N,Monday,Renton,18,4,46.9,Rain,83.0,1.8,0.04,1,0.68
3072369,I-5 N,Tuesday,Seattle,20,1,44.1,Light Rain,93.0,9.0,0.01,1,0.8
3544195,WA-522 W,Saturday,Bothell,0,7,59.0,Light Rain,87.0,8.0,0.05,1,0.8
2006089,I-5 S,Saturday,Vancouver,19,8,66.0,Cloudy,84.0,10.0,0.0,1,0.575047619047619
1953177,I-5 N,Thursday,Seattle,18,7,76.0,Cloudy,45.0,10.0,0.0,1,0.6375
7156953,I-5 S,Saturday,Seattle,0,2,42.0,Cloudy / Windy,82.0,10.0,0.0,1,0.62
309132,I-5 S,Monday,Seattle,7,10,52.0,Light Rain,97.0,6.0,0.06,1,0.655
7422919, Highway 12 SW,Wednesday,Rochester,12,1,50.0,Clear,62.0,10.0,0.007711515863689778,1,0.685
313602,244th St SW,Friday,Mountlake Terrace,19,7,70.0,Clear,49.0,10.0,0.007711515863689778,1,0.82
4762724, US Highway 12,Friday,Silver Creek,4,12,27.0,Cloudy,100.0,6.0,0.0,1,0.6463809523809523
7595008,Lake Washington Brg W,Wednesday,Seattle,12,12,52.0,Clear,57.0,10.0,0.007711515863689778,1,0.68
4689923,I-5 S,Tuesday,Federal Way,10,6,61.0,Cloudy,64.0,10.0,0.0,1,0.59
7683125, State Route 165 E,Sunday,Buckley,6,6,52.0,Cloudy,100.0,10.0,0.0,1,0.87
5483947, W Barrett St,Sunday,Seattle,15,11,55.0,Light Rain,93.0,2.0,0.01,1,0.62
1570093,S 72nd St,Tuesday,Tacoma,10,1,51.0,Cloudy,99.0,10.0,0.0,1,0.54
309441,I-5 N,Tuesday,Lakewood,3,11,44.6,Clear,100.0,1.0,0.007711515863689778,1,0.9
2836073,Sunset Rd,Thursday,Bothell,19,5,61.0,Clear,70.0,10.0,0.007711515863689778,1,0.6633333333333334
2483617,I-5 N,Tuesday,Seattle,9,10,57.0,Scattered Clouds,74.0,10.0,0.007711515863689778,1,0.7303333333333333
3577242,I-5 N,Wednesday,Federal Way,4,2,46.9,Light Rain,100.0,5.0,0.09,1,0.92
4489840,I-5 S,Sunday,Olympia,15,2,50.0,Light Rain,93.0,6.0,0.05,1,0.7875
3312071,I-405 N,Wednesday,Renton,10,9,53.1,Overcast,86.0,10.0,0.007711515863689778,1,0.83
2470920,Rainier Ave S,Monday,Seattle,10,11,48.9,Light Rain,90.0,5.0,0.06,1,0.52
1542703,179th Ave NE,Saturday,Arlington,10,4,47.0,Light Rain,93.0,2.0,0.0,1,0.5666666666666667
3599620,I-90 E,Monday,Mercer Island,15,4,55.9,Mostly Cloudy,60.0,10.0,0.007711515863689778,1,0.74
436449,Rainier Ave S,Monday,Seattle,11,5,48.0,Light Rain,89.0,10.0,0.01,1,0.71
3656255,E D St,Sunday,Tacoma,1,2,33.0,Light Snow,89.0,2.0,0.01,1,0.5216666666666667
7522536,I-5 S,Friday,Dupont,0,6,49.6,Clear,99.0,10.0,0.007711515863689778,1,0.81
3514668,Veterans Memorial Fwy S,Friday,Vancouver,12,12,45.0,Overcast,82.0,10.0,0.0,1,0.63
3556064,I-5 N,Tuesday,Olympia,23,2,33.1,Overcast,100.0,6.0,0.007711515863689778,1,0.77
2016189,I-5 S,Thursday,Tacoma,18,8,77.0,Fair,65.0,10.0,0.0,1,0.6559999999999999
4800397,I-5 N,Friday,Tacoma,6,12,27.0,Light Freezing Drizzle,100.0,10.0,0.0,1,0.77
7014152, E John St,Saturday,Seattle,12,6,59.0,Cloudy,72.0,8.0,0.0,1,0.6745
6276687,I-5 S,Saturday,Centralia,19,3,45.0,Cloudy,81.0,10.0,0.0,1,0.5760000000000001
943575,220th St SW,Friday,Mountlake Terrace,1,7,63.0,Fair,70.0,10.0,0.0,1,0.8825
436586,NE 72nd Pl,Friday,Kirkland,18,5,57.0,Mostly Cloudy,59.0,10.0,0.007711515863689778,1,0.93
4281156,I-5 N,Monday,Seattle,15,1,49.0,Fair,66.0,10.0,0.0,1,0.5366666666666666
308672,Pacific Ave,Thursday,Tacoma,20,1,42.8,Overcast,89.0,10.0,0.007711515863689778,1,0.64
311585,I-5 N,Wednesday,Seattle,12,8,70.0,Partly Cloudy,53.0,10.0,0.007711515863689778,1,0.915
1650174,3rd Ave NE,Thursday,Issaquah,17,2,53.0,Fair,40.0,10.0,0.0,1,0.6066666666666667
